NominalAltitude_km,Eccentricity,AcquisitionHalfAngle_deg,ObservedMinAltitude_km,ObservedMaxAltitude_km,ObservedVariation_km,MaxDeviationFromNominal_km,RelativeVariation,RelativeMaxDeviation
630,0.00105442896204233,0.816899031045321,630.477779734263,630.747444488666,0.269664754402811,0.747444488666019,0.000428039292702875,0.0011864198232794
630,0,0.816899031045321,633.522990404147,633.98551128976,0.462520885613685,3.98551128976044,0.000734160135894738,0.00632620839644514
