Es_Viable,Num_Satelites,Num_Telescopios,Detectores_Necesarios,ID_Detector,Tipo_Telescopio,Altura_km,Diametro_Pupila_mm,Swath_Requerido_km,Dias_Cobertura,Swath_Real_Sistema_km,Excedente_Swath_km,Excedente_Swath_porc,Inclinacion_SSO_deg,LTAN_h,Desfase_Anomalia_Verdadera_deg,MTF_a_Nyquist_lambda2,SNR_lambda3,Longitud_Focal_m,Relacion_Focal_f_num,Masa_Instrumento_kg,Longitud_Instrumento_m,Area_Instrumento_m2,Volumen_Instrumento_m3,Potencia_Electrica_Instrumento_W,Masa_Seca_Satelite_kg,Masa_Combustible_kg,Masa_Total_Satelite_kg,Masa_Total_Constelacion_kg,Num_Impulsos_Mantenimiento,DeltaV_Total_ms,Masa_Seca_TM_kg,Masa_Seca_SEOSAT_kg,Longitud_Satelite_m,Area_Satelite_m2,Volumen_Satelite_m3,Estandar_U
0,1,1,NaN,2,Refractivo,700,38,NaN,NaN,NaN,NaN,NaN,NaN,6,360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2278032,0.0358065148043894,2.26360971480439,2.26360971480439,4,29.7307471188687,1.64616,2.8094464,0.304380325674802,0.0926473826578985,0.0282000405063291,28.2000405063291
0,1,2,NaN,2,Refractivo,470,26,NaN,NaN,NaN,NaN,NaN,NaN,6,360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0703784,1.20142143246386,2.27179983246386,2.27179983246386,275,1441.45519473116,0.52728,0.8998912,0.238398443230978,0.0568338177349537,0.0135490936708861,13.5490936708861
0,1,1,NaN,2,Refractivo,690,38,NaN,NaN,NaN,NaN,NaN,NaN,6,360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2278032,0.0442870963412255,2.27209029634123,2.27209029634123,5,36.7095951860301,1.64616,2.8094464,0.304380325674802,0.0926473826578985,0.0282000405063291,28.2000405063291
0,1,1,NaN,3,Refractivo,460,28,NaN,NaN,NaN,NaN,NaN,NaN,6,360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8912512,1.38431000383613,2.27556120383614,2.27556120383614,351,1804.59040879474,0.65856,1.1239424,0.224280239970907,0.0503016260414075,0.0112816607594937,11.2816607594937
0,1,2,NaN,2,Refractivo,610,33,NaN,NaN,NaN,NaN,NaN,NaN,6,360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1885633,0.143696362947272,2.33225966294727,2.33225966294727,18,118.825846256612,1.07811,1.8399744,0.302582639485472,0.0915562537179949,0.0277033329113924,27.7033329113924
0,1,1,NaN,3,Refractivo,630,38,NaN,NaN,NaN,NaN,NaN,NaN,6,360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2278032,0.107828677118629,2.33563187711863,2.33563187711863,13,88.256697692882,1.64616,2.8094464,0.304380325674802,0.0926473826578985,0.0282000405063291,28.2000405063291
0,1,1,NaN,3,Refractivo,620,38,NaN,NaN,NaN,NaN,NaN,NaN,6,360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2278032,0.131491862758673,2.35929506275867,2.35929506275867,16,107.126568277352,1.64616,2.8094464,0.304380325674802,0.0926473826578985,0.0282000405063291,28.2000405063291
0,1,2,NaN,2,Refractivo,600,33,NaN,NaN,NaN,NaN,NaN,NaN,6,360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1885633,0.174159348554228,2.36272264855423,2.36272264855423,22,143.155115608493,1.07811,1.8399744,0.302582639485472,0.0915562537179949,0.0277033329113924,27.7033329113924
0,1,2,NaN,2,Refractivo,460,25,NaN,NaN,NaN,NaN,NaN,NaN,6,360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9515625,1.42782707336327,2.37938957336327,2.37938957336327,343,1763.46014306723,0.46875,0.8,0.229229272337479,0.0525460592963699,0.0120450949367089,12.0450949367089
0,1,1,NaN,2,Refractivo,720,39,NaN,NaN,NaN,NaN,NaN,NaN,6,360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4083514,0.0296857147643579,2.43803711476436,2.43803711476436,3,22.8391508447767,1.77957,3.0371328,0.312390334245191,0.0975877209298224,0.0304854607594937,30.4854607594937
0,1,1,NaN,2,Refractivo,710,39,NaN,NaN,NaN,NaN,NaN,NaN,6,360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4083514,0.0391825190257561,2.44753391902576,2.44753391902576,4,30.0922526886279,1.77957,3.0371328,0.312390334245191,0.0975877209298224,0.0304854607594937,30.4854607594937
