MissionDay,Case,EccentricityVectorX,EccentricityVectorY,Eccentricity,ArgumentOfPerigee_deg,ObservedMinAltitude_km,ObservedMaxAltitude_km,ObservedVariation_km,MaxDeviationFromNominal_km,WithinMaintenanceHalfBand
556,1,-1.64205899677444e-16,0.00105443013437931,0.00105443013437931,90.0000000000089,630.477776341337,630.747440881514,0.269664540177132,0.747440881513967,1
557,1,-3.11187582246218e-16,0.00105443013437932,0.00105443013437932,90.0000000000169,630.477776341337,630.747440881514,0.269664540177132,0.747440881513967,1
558,1,-4.57172029246359e-16,0.00105443013437934,0.00105443013437934,90.0000000000248,630.477776341335,630.747440881515,0.269664540179974,0.747440881514876,1
559,1,-6.01691417116374e-16,0.00105443013437937,0.00105443013437937,90.0000000000327,630.477776341334,630.747440881515,0.269664540180884,0.747440881514876,1
560,1,-7.44282617241378e-16,0.00105443013437941,0.00105443013437941,90.0000000000405,630.477776341334,630.747440881517,0.269664540182816,0.747440881516809,1
561,1,-8.84488680100713e-16,0.00105443013437946,0.00105443013437946,90.0000000000481,630.477776341332,630.747440881517,0.269664540184635,0.747440881516809,1
562,1,-1.02186029961407e-15,0.00105443013437951,0.00105443013437951,90.0000000000555,630.47777634133,630.747440881519,0.269664540188387,0.747440881518628,1
563,1,-1.15595725299326e-15,0.00105443013437957,0.00105443013437957,90.0000000000628,630.47777634133,630.747440881519,0.269664540188387,0.747440881518628,1
564,1,-1.28634981148568e-15,0.00105443013437964,0.00105443013437964,90.0000000000699,630.477776341329,630.747440881519,0.269664540189297,0.747440881518628,1
565,1,-1.41262011748827e-15,0.00105443013437972,0.00105443013437972,90.0000000000768,630.477776341328,630.74744088152,0.269664540192025,0.747440881519537,1
566,1,-1.53436352361922e-15,0.0010544301343798,0.0010544301343798,90.0000000000834,630.477776341328,630.74744088152,0.269664540192025,0.747440881519537,1
567,1,-1.65118988945595e-15,0.00105443013437989,0.00105443013437989,90.0000000000897,630.477776341326,630.74744088152,0.269664540193958,0.747440881519537,1
568,1,-1.76272483178391e-15,0.00105443013437999,0.00105443013437999,90.0000000000958,630.477776341326,630.747440881521,0.26966454019589,0.74744088152147,1
569,1,-1.86861092434967e-15,0.00105443013438009,0.00105443013438009,90.0000000001016,630.477776341325,630.747440881521,0.2696645401968,0.74744088152147,1
570,1,-1.96850884327353e-15,0.0010544301343802,0.0010544301343802,90.000000000107,630.477776341323,630.747440881521,0.269664540198619,0.74744088152147,1
571,1,-2.06209845445094e-15,0.00105443013438031,0.00105443013438031,90.0000000001121,630.477776341323,630.747440881521,0.269664540198619,0.74744088152147,1
572,1,-2.14907983945827e-15,0.00105443013438043,0.00105443013438043,90.0000000001168,630.477776341321,630.747440881521,0.269664540200552,0.74744088152147,1
573,1,-2.22917425667509e-15,0.00105443013438056,0.00105443013438056,90.0000000001211,630.477776341321,630.747440881521,0.269664540200552,0.74744088152147,1
574,1,-2.30212503454295e-15,0.00105443013438069,0.00105443013438069,90.0000000001251,630.47777634132,630.747440881521,0.269664540201461,0.74744088152147,1
575,1,-2.36769839409831e-15,0.00105443013438082,0.00105443013438082,90.0000000001287,630.477776341318,630.747440881521,0.26966454020328,0.74744088152147,1
576,1,-2.42568419814343e-15,0.00105443013438095,0.00105443013438095,90.0000000001318,630.477776341318,630.747440881521,0.26966454020328,0.74744088152147,1
577,1,-2.47589662465465e-15,0.00105443013438109,0.00105443013438109,90.0000000001345,630.477776341318,630.747440881521,0.26966454020328,0.74744088152147,1
578,1,-2.51817476226995e-15,0.00105443013438123,0.00105443013438123,90.0000000001368,630.477776341316,630.747440881521,0.269664540205213,0.74744088152147,1
579,1,-2.55238312594747e-15,0.00105443013438138,0.00105443013438138,90.0000000001387,630.477776341316,630.747440881521,0.269664540205213,0.74744088152147,1
580,1,-2.57841209114257e-15,0.00105443013438152,0.00105443013438152,90.0000000001401,630.477776341315,630.747440881521,0.269664540206122,0.74744088152147,1
581,1,-2.59617824511198e-15,0.00105443013438167,0.00105443013438167,90.0000000001411,630.477776341315,630.747440881521,0.269664540206122,0.74744088152147,1
582,1,-2.6056246542193e-15,0.00105443013438182,0.00105443013438182,90.0000000001416,630.477776341315,630.74744088152,0.26966454020419,0.747440881519537,1
583,1,-2.60672104638526e-15,0.00105443013438196,0.00105443013438196,90.0000000001417,630.477776341314,630.74744088152,0.269664540206008,0.747440881519537,1
584,1,-2.599463908098e-15,0.00105443013438211,0.00105443013438211,90.0000000001413,630.477776341314,630.74744088152,0.269664540206008,0.747440881519537,1
585,1,-2.58387649567247e-15,0.00105443013438226,0.00105443013438226,90.0000000001404,630.477776341314,630.74744088152,0.269664540206008,0.747440881519537,1
586,1,-2.56000876072302e-15,0.0010544301343824,0.0010544301343824,90.0000000001391,630.477776341314,630.747440881519,0.269664540205099,0.747440881518628,1
587,1,-2.52793719008778e-15,0.00105443013438255,0.00105443013438255,90.0000000001374,630.477776341314,630.747440881519,0.269664540205099,0.747440881518628,1
588,1,-2.48776456071802e-15,0.00105443013438269,0.00105443013438269,90.0000000001352,630.477776341314,630.747440881517,0.26966454020328,0.747440881516809,1
589,1,-2.4396196103179e-15,0.00105443013438283,0.00105443013438283,90.0000000001326,630.477776341312,630.747440881517,0.269664540205213,0.747440881516809,1
590,1,-2.38365662478994e-15,0.00105443013438297,0.00105443013438297,90.0000000001295,630.477776341312,630.747440881515,0.26966454020328,0.747440881514876,1
591,1,-2.32005494380862e-15,0.0010544301343831,0.0010544301343831,90.0000000001261,630.477776341312,630.747440881515,0.26966454020328,0.747440881514876,1
592,1,-2.24901838610616e-15,0.00105443013438323,0.00105443013438323,90.0000000001222,630.477776341314,630.747440881514,0.269664540200438,0.747440881513967,1
593,1,-2.17077459631254e-15,0.00105443013438335,0.00105443013438335,90.000000000118,630.477776341314,630.747440881514,0.269664540200438,0.747440881513967,1
594,1,-2.08557431544271e-15,0.00105443013438347,0.00105443013438347,90.0000000001133,630.477776341314,630.747440881512,0.269664540198619,0.747440881512148,1
595,1,-1.99369057736877e-15,0.00105443013438359,0.00105443013438359,90.0000000001083,630.477776341314,630.747440881512,0.269664540198619,0.747440881512148,1
596,1,-1.89541783385236e-15,0.0010544301343837,0.0010544301343837,90.000000000103,630.477776341314,630.74744088151,0.269664540196686,0.747440881510215,1
597,1,-1.79107101094083e-15,0.0010544301343838,0.0010544301343838,90.0000000000973,630.477776341314,630.747440881509,0.269664540195777,0.747440881509306,1
598,1,-1.68098449975136e-15,0.0010544301343839,0.0010544301343839,90.0000000000913,630.477776341315,630.747440881509,0.269664540193958,0.747440881509306,1
599,1,-1.56551108487707e-15,0.00105443013438399,0.00105443013438399,90.0000000000851,630.477776341315,630.747440881507,0.269664540192139,0.747440881507487,1
600,1,-1.44502081384914e-15,0.00105443013438408,0.00105443013438408,90.0000000000785,630.477776341315,630.747440881506,0.269664540190206,0.747440881505554,1
601,1,-1.31989981127792e-15,0.00105443013438416,0.00105443013438416,90.0000000000717,630.477776341316,630.747440881506,0.269664540189297,0.747440881505554,1
602,1,-1.19054904147328e-15,0.00105443013438423,0.00105443013438423,90.0000000000647,630.477776341316,630.747440881505,0.269664540188387,0.747440881504644,1
603,1,-1.05738302350933e-15,0.00105443013438429,0.00105443013438429,90.0000000000575,630.477776341316,630.747440881503,0.269664540186568,0.747440881502826,1
604,1,-9.20828502851597e-16,0.00105443013438435,0.00105443013438435,90.0000000000501,630.477776341318,630.747440881503,0.269664540184635,0.747440881502826,1
605,1,-7.8132308380317e-16,0.0010544301343844,0.0010544301343844,90.0000000000425,630.477776341318,630.747440881501,0.269664540182816,0.747440881501007,1
606,1,-6.39313827152553e-16,0.00105443013438444,0.00105443013438444,90.0000000000347,630.47777634132,630.7474408815,0.269664540179974,0.747440881499983,1
607,1,-4.95255817517148e-16,0.00105443013438447,0.00105443013438447,90.0000000000269,630.47777634132,630.7474408815,0.269664540179974,0.747440881499983,1
608,1,-3.49610704973473e-16,0.00105443013438449,0.00105443013438449,90.000000000019,630.477776341321,630.747440881498,0.269664540177246,0.747440881498164,1
609,1,-2.02845225647622e-16,0.00105443013438451,0.00105443013438451,90.000000000011,630.477776341323,630.747440881496,0.269664540173494,0.747440881496345,1
610,1,-5.54297060069308e-17,0.00105443013438452,0.00105443013438452,90.000000000003,630.477776341323,630.747440881496,0.269664540173494,0.747440881496345,1
611,1,9.21634443540986e-17,0.00105443013438451,0.00105443013438451,89.999999999995,630.477776341323,630.747440881496,0.269664540173494,0.747440881496345,1
612,1,2.3946124660331e-16,0.00105443013438451,0.00105443013438451,89.999999999987,630.477776341321,630.747440881498,0.269664540177246,0.747440881498164,1
613,1,3.85991668384771e-16,0.00105443013438449,0.00105443013438449,89.999999999979,630.477776341321,630.747440881498,0.269664540177246,0.747440881498164,1
614,1,5.31285136499473e-16,0.00105443013438446,0.00105443013438446,89.9999999999711,630.47777634132,630.7474408815,0.269664540179974,0.747440881499983,1
615,1,6.74876041705402e-16,0.00105443013438443,0.00105443013438443,89.9999999999633,630.47777634132,630.747440881501,0.269664540180997,0.747440881501007,1
616,1,8.16304230814662e-16,0.00105443013438438,0.00105443013438438,89.9999999999556,630.477776341318,630.747440881501,0.269664540182816,0.747440881501007,1
617,1,9.55116481306069e-16,0.00105443013438433,0.00105443013438433,89.9999999999481,630.477776341318,630.747440881503,0.269664540184635,0.747440881502826,1
618,1,1.09086795372762e-15,0.00105443013438428,0.00105443013438428,89.9999999999407,630.477776341316,630.747440881503,0.269664540186568,0.747440881502826,1
619,1,1.22312361723455e-15,0.00105443013438421,0.00105443013438421,89.9999999999335,630.477776341316,630.747440881505,0.269664540188387,0.747440881504644,1
620,1,1.35145964369447e-15,0.00105443013438414,0.00105443013438414,89.9999999999266,630.477776341316,630.747440881506,0.269664540189297,0.747440881505554,1
621,1,1.47546476589229e-15,0.00105443013438406,0.00105443013438406,89.9999999999198,630.477776341315,630.747440881506,0.269664540190206,0.747440881505554,1
622,1,1.59474159548218e-15,0.00105443013438397,0.00105443013438397,89.9999999999133,630.477776341315,630.747440881507,0.269664540192139,0.747440881507487,1
623,1,1.70890789646321e-15,0.00105443013438388,0.00105443013438388,89.9999999999071,630.477776341315,630.747440881509,0.269664540193958,0.747440881509306,1
624,1,1.8175978100975e-15,0.00105443013438378,0.00105443013438378,89.9999999999012,630.477776341314,630.747440881509,0.269664540195777,0.747440881509306,1
625,1,1.92046302734573e-15,0.00105443013438367,0.00105443013438367,89.9999999998956,630.477776341314,630.74744088151,0.269664540196686,0.747440881510215,1
626,1,2.0171739050625e-15,0.00105443013438356,0.00105443013438356,89.9999999998904,630.477776341314,630.747440881512,0.269664540198619,0.747440881512148,1
627,1,2.1074205223749e-15,0.00105443013438344,0.00105443013438344,89.9999999998855,630.477776341314,630.747440881512,0.269664540198619,0.747440881512148,1
628,1,2.19091367385872e-15,0.00105443013438332,0.00105443013438332,89.999999999881,630.477776341314,630.747440881514,0.269664540200438,0.747440881513967,1
629,1,2.26738579632973e-15,0.0010544301343832,0.0010544301343832,89.9999999998768,630.477776341314,630.747440881514,0.269664540200438,0.747440881513967,1
630,1,2.33659182627998e-15,0.00105443013438307,0.00105443013438307,89.999999999873,630.477776341312,630.747440881515,0.26966454020328,0.747440881514876,1
631,1,2.39830998521132e-15,0.00105443013438293,0.00105443013438293,89.9999999998697,630.477776341312,630.747440881515,0.26966454020328,0.747440881514876,1
632,1,2.45234249034954e-15,0.00105443013438279,0.00105443013438279,89.9999999998667,630.477776341312,630.747440881517,0.269664540205213,0.747440881516809,1
633,1,2.49851618846149e-15,0.00105443013438265,0.00105443013438265,89.9999999998642,630.477776341314,630.747440881517,0.26966454020328,0.747440881516809,1
634,1,2.53668311074403e-15,0.00105443013438251,0.00105443013438251,89.9999999998622,630.477776341314,630.747440881519,0.269664540205099,0.747440881518628,1
635,1,2.56672094700673e-15,0.00105443013438237,0.00105443013438237,89.9999999998605,630.477776341314,630.747440881519,0.269664540205099,0.747440881518628,1
636,1,2.5885334376286e-15,0.00105443013438222,0.00105443013438222,89.9999999998593,630.477776341314,630.74744088152,0.269664540206008,0.747440881519537,1
637,1,2.60205068203284e-15,0.00105443013438207,0.00105443013438207,89.9999999998586,630.477776341314,630.74744088152,0.269664540206008,0.747440881519537,1
638,1,2.60722936269113e-15,0.00105443013438193,0.00105443013438193,89.9999999998583,630.477776341314,630.74744088152,0.269664540206008,0.747440881519537,1
639,1,2.60405288393948e-15,0.00105443013438178,0.00105443013438178,89.9999999998585,630.477776341315,630.747440881521,0.269664540206122,0.74744088152147,1
640,1,2.59253142516092e-15,0.00105443013438163,0.00105443013438163,89.9999999998591,630.477776341315,630.747440881521,0.269664540206122,0.74744088152147,1
641,1,2.57270190816452e-15,0.00105443013438149,0.00105443013438149,89.9999999998602,630.477776341315,630.747440881521,0.269664540206122,0.74744088152147,1
642,1,2.54462787886531e-15,0.00105443013438134,0.00105443013438134,89.9999999998617,630.477776341316,630.747440881521,0.269664540205213,0.74744088152147,1
643,1,2.50839930364424e-15,0.0010544301343812,0.0010544301343812,89.9999999998637,630.477776341316,630.747440881521,0.269664540205213,0.74744088152147,1
644,1,2.46413228104081e-15,0.00105443013438106,0.00105443013438106,89.9999999998661,630.477776341318,630.747440881521,0.26966454020328,0.74744088152147,1
645,1,2.41196866970226e-15,0.00105443013438092,0.00105443013438092,89.9999999998689,630.477776341318,630.747440881521,0.26966454020328,0.74744088152147,1
646,1,2.35207563378163e-15,0.00105443013438078,0.00105443013438078,89.9999999998722,630.47777634132,630.747440881521,0.269664540201461,0.74744088152147,1
647,1,2.28464510724138e-15,0.00105443013438065,0.00105443013438065,89.9999999998759,630.47777634132,630.747440881521,0.269664540201461,0.74744088152147,1
648,1,2.20989317877949e-15,0.00105443013438053,0.00105443013438053,89.9999999998799,630.477776341321,630.747440881521,0.269664540200552,0.74744088152147,1
649,1,2.12805939934897e-15,0.0010544301343804,0.0010544301343804,89.9999999998844,630.477776341321,630.747440881521,0.269664540200552,0.74744088152147,1
650,1,2.03940601448987e-15,0.00105443013438028,0.00105443013438028,89.9999999998892,630.477776341323,630.747440881521,0.269664540198619,0.74744088152147,1
651,1,1.94421712393399e-15,0.00105443013438017,0.00105443013438017,89.9999999998944,630.477776341323,630.747440881521,0.269664540198619,0.74744088152147,1
652,1,1.84279777117542e-15,0.00105443013438006,0.00105443013438006,89.9999999998999,630.477776341325,630.747440881521,0.2696645401968,0.74744088152147,1
653,1,1.73547296592433e-15,0.00105443013437996,0.00105443013437996,89.9999999999057,630.477776341326,630.747440881521,0.26966454019589,0.74744088152147,1
654,1,1.6225866425769e-15,0.00105443013437987,0.00105443013437987,89.9999999999118,630.477776341326,630.74744088152,0.269664540193958,0.747440881519537,1
655,1,1.50450055803885e-15,0.00105443013437978,0.00105443013437978,89.9999999999182,630.477776341328,630.74744088152,0.269664540192025,0.747440881519537,1
656,1,1.38159313243482e-15,0.0010544301343797,0.0010544301343797,89.9999999999249,630.477776341329,630.74744088152,0.269664540190206,0.747440881519537,1
657,1,1.25425823641858e-15,0.00105443013437962,0.00105443013437962,89.9999999999318,630.477776341329,630.747440881519,0.269664540189297,0.747440881518628,1
658,1,1.12290392897025e-15,0.00105443013437956,0.00105443013437956,89.999999999939,630.47777634133,630.747440881519,0.269664540188387,0.747440881518628,1
659,1,9.87951149725435e-16,0.0010544301343795,0.0010544301343795,89.9999999999463,630.477776341332,630.747440881517,0.269664540184635,0.747440881516809,1
660,1,8.49832370026914e-16,0.00105443013437944,0.00105443013437944,89.9999999999538,630.477776341332,630.747440881517,0.269664540184635,0.747440881516809,1
661,1,7.08990207021612e-16,0.0010544301343794,0.0010544301343794,89.9999999999615,630.477776341334,630.747440881517,0.269664540182816,0.747440881516809,1
662,1,5.65876005244225e-16,0.00105443013437936,0.00105443013437936,89.9999999999692,630.477776341335,630.747440881515,0.269664540179974,0.747440881514876,1
663,1,4.20948390232954e-16,0.00105443013437934,0.00105443013437934,89.9999999999771,630.477776341335,630.747440881515,0.269664540179974,0.747440881514876,1
664,1,2.74671798812442e-16,0.00105443013437932,0.00105443013437932,89.9999999999851,630.477776341337,630.747440881514,0.269664540177132,0.747440881513967,1
665,1,1.27514990753787e-16,0.0010544301343793,0.0010544301343793,89.9999999999931,630.477776341337,630.747440881512,0.269664540175313,0.747440881512148,1
666,1,-2.00504534187827e-17,0.0010544301343793,0.0010544301343793,90.0000000000011,630.477776341339,630.747440881512,0.269664540173494,0.747440881512148,1
667,1,-1.67551643660761e-16,0.00105443013437931,0.00105443013437931,90.0000000000091,630.477776341337,630.747440881514,0.269664540177132,0.747440881513967,1
668,1,-3.14515895836524e-16,0.00105443013437932,0.00105443013437932,90.0000000000171,630.477776341337,630.747440881514,0.269664540177132,0.747440881513967,1
669,1,-4.60472246488824e-16,0.00105443013437934,0.00105443013437934,90.000000000025,630.477776341335,630.747440881515,0.269664540179974,0.747440881514876,1
670,1,-6.04952962094081e-16,0.00105443013437937,0.00105443013437937,90.0000000000329,630.477776341334,630.747440881515,0.269664540180884,0.747440881514876,1
671,1,-7.47495037967007e-16,0.00105443013437941,0.00105443013437941,90.0000000000406,630.477776341334,630.747440881517,0.269664540182816,0.747440881516809,1
672,1,-8.87641682011141e-16,0.00105443013437946,0.00105443013437946,90.0000000000482,630.477776341332,630.747440881517,0.269664540184635,0.747440881516809,1
673,1,-1.02494377856044e-15,0.00105443013437951,0.00105443013437951,90.0000000000557,630.47777634133,630.747440881519,0.269664540188387,0.747440881518628,1
674,1,-1.15896132762086e-15,0.00105443013437957,0.00105443013437957,90.000000000063,630.47777634133,630.747440881519,0.269664540188387,0.747440881518628,1
675,1,-1.28926485489987e-15,0.00105443013437964,0.00105443013437964,90.0000000000701,630.477776341329,630.747440881519,0.269664540189297,0.747440881518628,1
676,1,-1.41543678810493e-15,0.00105443013437972,0.00105443013437972,90.0000000000769,630.477776341328,630.74744088152,0.269664540192025,0.747440881519537,1
677,1,-1.53707279510091e-15,0.0010544301343798,0.0010544301343798,90.0000000000835,630.477776341328,630.74744088152,0.269664540192025,0.747440881519537,1
678,1,-1.65378307963782e-15,0.00105443013437989,0.00105443013437989,90.0000000000899,630.477776341326,630.74744088152,0.269664540193958,0.747440881519537,1
679,1,-1.7651936304967e-15,0.00105443013437999,0.00105443013437999,90.0000000000959,630.477776341325,630.747440881521,0.2696645401968,0.74744088152147,1
680,1,-1.87094742005054e-15,0.00105443013438009,0.00105443013438009,90.0000000001017,630.477776341325,630.747440881521,0.2696645401968,0.74744088152147,1
681,1,-1.97070554839949e-15,0.0010544301343802,0.0010544301343802,90.0000000001071,630.477776341323,630.747440881521,0.269664540198619,0.74744088152147,1
682,1,-2.06414832941361e-15,0.00105443013438032,0.00105443013438032,90.0000000001122,630.477776341323,630.747440881521,0.269664540198619,0.74744088152147,1
683,1,-2.15097631520305e-15,0.00105443013438044,0.00105443013438044,90.0000000001169,630.477776341321,630.747440881521,0.269664540200552,0.74744088152147,1
684,1,-2.23091125573238e-15,0.00105443013438056,0.00105443013438056,90.0000000001212,630.477776341321,630.747440881521,0.269664540200552,0.74744088152147,1
685,1,-2.30369699050414e-15,0.00105443013438069,0.00105443013438069,90.0000000001252,630.47777634132,630.747440881521,0.269664540201461,0.74744088152147,1
686,1,-2.3691002694539e-15,0.00105443013438082,0.00105443013438082,90.0000000001287,630.477776341318,630.747440881521,0.26966454020328,0.74744088152147,1
687,1,-2.42691150042635e-15,0.00105443013438096,0.00105443013438096,90.0000000001319,630.477776341318,630.747440881521,0.26966454020328,0.74744088152147,1
688,1,-2.47694542083685e-15,0.00105443013438109,0.00105443013438109,90.0000000001346,630.477776341318,630.747440881521,0.26966454020328,0.74744088152147,1
689,1,-2.51904169136624e-15,0.00105443013438124,0.00105443013438124,90.0000000001369,630.477776341316,630.747440881521,0.269664540205213,0.74744088152147,1
690,1,-2.55306540978616e-15,0.00105443013438138,0.00105443013438138,90.0000000001387,630.477776341316,630.747440881521,0.269664540205213,0.74744088152147,1
691,1,-2.57890754326844e-15,0.00105443013438153,0.00105443013438153,90.0000000001401,630.477776341315,630.747440881521,0.269664540206122,0.74744088152147,1
692,1,-2.59648527779302e-15,0.00105443013438167,0.00105443013438167,90.0000000001411,630.477776341315,630.747440881521,0.269664540206122,0.74744088152147,1
693,1,-2.6057422835348e-15,0.00105443013438182,0.00105443013438182,90.0000000001416,630.477776341315,630.74744088152,0.26966454020419,0.747440881519537,1
694,1,-2.60664889537887e-15,0.00105443013438197,0.00105443013438197,90.0000000001417,630.477776341314,630.74744088152,0.269664540206008,0.747440881519537,1
695,1,-2.59920220798571e-15,0.00105443013438211,0.00105443013438211,90.0000000001412,630.477776341314,630.74744088152,0.269664540206008,0.747440881519537,1
696,1,-2.58342608510171e-15,0.00105443013438226,0.00105443013438226,90.0000000001404,630.477776341314,630.74744088152,0.269664540206008,0.747440881519537,1
697,1,-2.55937108308505e-15,0.00105443013438241,0.00105443013438241,90.0000000001391,630.477776341314,630.747440881519,0.269664540205099,0.747440881518628,1
698,1,-2.52711428889224e-15,0.00105443013438255,0.00105443013438255,90.0000000001373,630.477776341314,630.747440881519,0.269664540205099,0.747440881518628,1
699,1,-2.48675907304426e-15,0.00105443013438269,0.00105443013438269,90.0000000001351,630.477776341314,630.747440881517,0.26966454020328,0.747440881516809,1
700,1,-2.43843475836411e-15,0.00105443013438283,0.00105443013438283,90.0000000001325,630.477776341312,630.747440881517,0.269664540205213,0.747440881516809,1
701,1,-2.38229620554733e-15,0.00105443013438297,0.00105443013438297,90.0000000001295,630.477776341312,630.747440881515,0.26966454020328,0.747440881514876,1
702,1,-2.3185233168935e-15,0.0010544301343831,0.0010544301343831,90.000000000126,630.477776341312,630.747440881515,0.26966454020328,0.747440881514876,1
703,1,-2.24732045978905e-15,0.00105443013438323,0.00105443013438323,90.0000000001221,630.477776341314,630.747440881514,0.269664540200438,0.747440881513967,1
704,1,-2.16891581178908e-15,0.00105443013438336,0.00105443013438336,90.0000000001179,630.477776341314,630.747440881514,0.269664540200438,0.747440881513967,1
705,1,-2.08356062939672e-15,0.00105443013438348,0.00105443013438348,90.0000000001132,630.477776341314,630.747440881512,0.269664540198619,0.747440881512148,1
706,1,-1.99152844288343e-15,0.00105443013438359,0.00105443013438359,90.0000000001082,630.477776341314,630.74744088151,0.269664540196686,0.747440881510215,1
707,1,-1.89311417973056e-15,0.0010544301343837,0.0010544301343837,90.0000000001029,630.477776341314,630.74744088151,0.269664540196686,0.747440881510215,1
708,1,-1.788633219501e-15,0.00105443013438381,0.00105443013438381,90.0000000000972,630.477776341314,630.747440881509,0.269664540195777,0.747440881509306,1
709,1,-1.67842038317005e-15,0.0010544301343839,0.0010544301343839,90.0000000000912,630.477776341315,630.747440881509,0.269664540193958,0.747440881509306,1
710,1,-1.56282886015393e-15,0.001054430134384,0.001054430134384,90.0000000000849,630.477776341315,630.747440881507,0.269664540192139,0.747440881507487,1
711,1,-1.44222907647465e-15,0.00105443013438408,0.00105443013438408,90.0000000000784,630.477776341315,630.747440881506,0.269664540190206,0.747440881505554,1
712,1,-1.31700750768814e-15,0.00105443013438416,0.00105443013438416,90.0000000000716,630.477776341316,630.747440881506,0.269664540189297,0.747440881505554,1
713,1,-1.18756544037998e-15,0.00105443013438423,0.00105443013438423,90.0000000000645,630.477776341316,630.747440881505,0.269664540188387,0.747440881504644,1
714,1,-1.05431768619745e-15,0.00105443013438429,0.00105443013438429,90.0000000000573,630.477776341316,630.747440881503,0.269664540186568,0.747440881502826,1
715,1,-9.17691252538945e-16,0.00105443013438435,0.00105443013438435,90.0000000000499,630.477776341318,630.747440881503,0.269664540184635,0.747440881502826,1
716,1,-7.78123974160821e-16,0.0010544301343844,0.0010544301343844,90.0000000000423,630.477776341318,630.747440881501,0.269664540182816,0.747440881501007,1
717,1,-6.3606311008677e-16,0.00105443013438444,0.00105443013438444,90.0000000000346,630.47777634132,630.7474408815,0.269664540179974,0.747440881499983,1
718,1,-4.9196391031598e-16,0.00105443013438447,0.00105443013438447,90.0000000000267,630.47777634132,630.7474408815,0.269664540179974,0.747440881499983,1
719,1,-3.46288156923386e-16,0.00105443013438449,0.00105443013438449,90.0000000000188,630.477776341321,630.747440881498,0.269664540177246,0.747440881498164,1
720,1,-1.99502684227124e-16,0.00105443013438451,0.00105443013438451,90.0000000000109,630.477776341323,630.747440881496,0.269664540173494,0.747440881496345,1
721,1,-5.20778827655133e-17,0.00105443013438452,0.00105443013438452,90.0000000000028,630.477776341323,630.747440881496,0.269664540173494,0.747440881496345,1
722,1,9.5513808122269e-17,0.00105443013438451,0.00105443013438451,89.9999999999948,630.477776341323,630.747440881496,0.269664540173494,0.747440881496345,1
723,1,2.42799414281113e-16,0.0010544301343845,0.0010544301343845,89.9999999999868,630.477776341321,630.747440881498,0.269664540177246,0.747440881498164,1
724,1,3.89306942438865e-16,0.00105443013438449,0.00105443013438449,89.9999999999788,630.477776341321,630.747440881498,0.269664540177246,0.747440881498164,1
725,1,5.34566892761687e-16,0.00105443013438446,0.00105443013438446,89.999999999971,630.47777634132,630.7474408815,0.269664540179974,0.747440881499983,1
726,1,6.78113763419093e-16,0.00105443013438443,0.00105443013438443,89.9999999999632,630.47777634132,630.747440881501,0.269664540180997,0.747440881501007,1
727,1,8.19487542336848e-16,0.00105443013438438,0.00105443013438438,89.9999999999555,630.477776341318,630.747440881501,0.269664540182816,0.747440881501007,1
728,1,9.58235181357339e-16,0.00105443013438433,0.00105443013438433,89.9999999999479,630.477776341318,630.747440881503,0.269664540184635,0.747440881502826,1
729,1,1.09391204808329e-15,0.00105443013438428,0.00105443013438428,89.9999999999406,630.477776341316,630.747440881505,0.269664540188387,0.747440881504644,1
730,1,1.22608335075225e-15,0.00105443013438421,0.00105443013438421,89.9999999999334,630.477776341316,630.747440881505,0.269664540188387,0.747440881504644,1
731,1,1.35432553157561e-15,0.00105443013438414,0.00105443013438414,89.9999999999264,630.477776341316,630.747440881506,0.269664540189297,0.747440881505554,1
732,1,1.47822762407719e-15,0.00105443013438406,0.00105443013438406,89.9999999999197,630.477776341315,630.747440881507,0.269664540192139,0.747440881507487,1
733,1,1.59739257008138e-15,0.00105443013438397,0.00105443013438397,89.9999999999132,630.477776341315,630.747440881507,0.269664540192139,0.747440881507487,1
734,1,1.71143849213077e-15,0.00105443013438388,0.00105443013438388,89.999999999907,630.477776341315,630.747440881509,0.269664540193958,0.747440881509306,1
735,1,1.81999991725532e-15,0.00105443013438378,0.00105443013438378,89.9999999999011,630.477776341314,630.747440881509,0.269664540195777,0.747440881509306,1
736,1,1.92272894817153e-15,0.00105443013438367,0.00105443013438367,89.9999999998955,630.477776341314,630.74744088151,0.269664540196686,0.747440881510215,1
737,1,2.01929637815843e-15,0.00105443013438356,0.00105443013438356,89.9999999998903,630.477776341314,630.747440881512,0.269664540198619,0.747440881512148,1
738,1,2.10939274603747e-15,0.00105443013438344,0.00105443013438344,89.9999999998854,630.477776341314,630.747440881512,0.269664540198619,0.747440881512148,1
739,1,2.19272932787561e-15,0.00105443013438332,0.00105443013438332,89.9999999998809,630.477776341314,630.747440881514,0.269664540200438,0.747440881513967,1
740,1,2.26903906223367e-15,0.00105443013438319,0.00105443013438319,89.9999999998767,630.477776341312,630.747440881514,0.269664540202371,0.747440881513967,1
741,1,2.33807740599464e-15,0.00105443013438306,0.00105443013438306,89.999999999873,630.477776341312,630.747440881515,0.26966454020328,0.747440881514876,1
742,1,2.3996231180296e-15,0.00105443013438293,0.00105443013438293,89.9999999998696,630.477776341312,630.747440881515,0.26966454020328,0.747440881514876,1
743,1,2.4534789681898e-15,0.00105443013438279,0.00105443013438279,89.9999999998667,630.477776341312,630.747440881517,0.269664540205213,0.747440881516809,1
