MissionDay,Case,EccentricityVectorX,EccentricityVectorY,Eccentricity,ArgumentOfPerigee_deg,ObservedMinAltitude_km,ObservedMaxAltitude_km,ObservedVariation_km,MaxDeviationFromNominal_km,WithinMaintenanceHalfBand
45,1,-1.4589435713721e-15,0.00105443013438407,0.00105443013438407,90.0000000000793,630.477776341315,630.747440881506,0.269664540190206,0.747440881505554,1
46,1,-1.33432849959764e-15,0.00105443013438415,0.00105443013438415,90.0000000000725,630.477776341316,630.747440881506,0.269664540189297,0.747440881505554,1
47,1,-1.20543742223699e-15,0.00105443013438422,0.00105443013438422,90.0000000000655,630.477776341316,630.747440881505,0.269664540188387,0.747440881504644,1
48,1,-1.07268338522821e-15,0.00105443013438429,0.00105443013438429,90.0000000000583,630.477776341316,630.747440881503,0.269664540186568,0.747440881502826,1
49,1,-9.36491813797557e-16,0.00105443013438434,0.00105443013438434,90.0000000000509,630.477776341318,630.747440881503,0.269664540184635,0.747440881502826,1
50,1,-7.97299149136536e-16,0.00105443013438439,0.00105443013438439,90.0000000000433,630.477776341318,630.747440881501,0.269664540182816,0.747440881501007,1
51,1,-6.55551449777083e-16,0.00105443013438443,0.00105443013438443,90.0000000000356,630.47777634132,630.7474408815,0.269664540179974,0.747440881499983,1
52,1,-5.11702962146878e-16,0.00105443013438447,0.00105443013438447,90.0000000000278,630.47777634132,630.7474408815,0.269664540179974,0.747440881499983,1
53,1,-3.66214664885631e-16,0.00105443013438449,0.00105443013438449,90.0000000000199,630.477776341321,630.747440881498,0.269664540177246,0.747440881498164,1
54,1,-2.19552791587247e-16,0.00105443013438451,0.00105443013438451,90.0000000000119,630.477776341321,630.747440881498,0.269664540177246,0.747440881498164,1
55,1,-7.21873367018877e-17,0.00105443013438452,0.00105443013438452,90.0000000000039,630.477776341323,630.747440881496,0.269664540173494,0.747440881496345,1
56,1,7.54094506140408e-17,0.00105443013438452,0.00105443013438452,89.9999999999959,630.477776341323,630.747440881496,0.269664540173494,0.747440881496345,1
57,1,2.2276457987337e-16,0.00105443013438451,0.00105443013438451,89.9999999999879,630.477776341321,630.747440881498,0.269664540177246,0.747440881498164,1
58,1,3.69405835009324e-16,0.00105443013438449,0.00105443013438449,89.9999999999799,630.477776341321,630.747440881498,0.269664540177246,0.747440881498164,1
59,1,5.14863287644956e-16,0.00105443013438446,0.00105443013438446,89.999999999972,630.47777634132,630.7474408815,0.269664540179974,0.747440881499983,1
60,1,6.58670803031433e-16,0.00105443013438443,0.00105443013438443,89.9999999999642,630.47777634132,630.7474408815,0.269664540179974,0.747440881499983,1
61,1,8.00367533829199e-16,0.00105443013438439,0.00105443013438439,89.9999999999565,630.477776341318,630.747440881501,0.269664540182816,0.747440881501007,1
62,1,9.39499396945059e-16,0.00105443013438434,0.00105443013438434,89.999999999949,630.477776341318,630.747440881503,0.269664540184635,0.747440881502826,1
63,1,1.07562052869246e-15,0.00105443013438428,0.00105443013438428,89.9999999999416,630.477776341316,630.747440881503,0.269664540186568,0.747440881502826,1
64,1,1.20829471361178e-15,0.00105443013438422,0.00105443013438422,89.9999999999344,630.477776341316,630.747440881505,0.269664540188387,0.747440881504644,1
65,1,1.33709678237174e-15,0.00105443013438415,0.00105443013438415,89.9999999999273,630.477776341316,630.747440881506,0.269664540189297,0.747440881505554,1
66,1,1.46161397427234e-15,0.00105443013438407,0.00105443013438407,89.9999999999206,630.477776341315,630.747440881506,0.269664540190206,0.747440881505554,1
67,1,1.58144725998288e-15,0.00105443013438398,0.00105443013438398,89.9999999999141,630.477776341315,630.747440881507,0.269664540192139,0.747440881507487,1
68,1,1.69621262027625e-15,0.00105443013438389,0.00105443013438389,89.9999999999078,630.477776341315,630.747440881509,0.269664540193958,0.747440881509306,1
69,1,1.80554227666172e-15,0.00105443013438379,0.00105443013438379,89.9999999999019,630.477776341314,630.747440881509,0.269664540195777,0.747440881509306,1
70,1,1.90908586997244e-15,0.00105443013438368,0.00105443013438368,89.9999999998963,630.477776341314,630.74744088151,0.269664540196686,0.747440881510215,1
71,1,2.00651158313071e-15,0.00105443013438357,0.00105443013438357,89.999999999891,630.477776341314,630.747440881512,0.269664540198619,0.747440881512148,1
72,1,2.09750720449312e-15,0.00105443013438346,0.00105443013438346,89.999999999886,630.477776341314,630.747440881512,0.269664540198619,0.747440881512148,1
73,1,2.18178112836785e-15,0.00105443013438334,0.00105443013438334,89.9999999998815,630.477776341314,630.747440881514,0.269664540200438,0.747440881513967,1
74,1,2.25906328949782e-15,0.00105443013438321,0.00105443013438321,89.9999999998773,630.477776341314,630.747440881514,0.269664540200438,0.747440881513967,1
75,1,2.32910602851518e-15,0.00105443013438308,0.00105443013438308,89.9999999998734,630.477776341312,630.747440881515,0.26966454020328,0.747440881514876,1
76,1,2.39168488559359e-15,0.00105443013438295,0.00105443013438295,89.99999999987,630.477776341312,630.747440881515,0.26966454020328,0.747440881514876,1
77,1,2.44659931975493e-15,0.00105443013438281,0.00105443013438281,89.9999999998671,630.477776341312,630.747440881517,0.269664540205213,0.747440881516809,1
78,1,2.49367335152539e-15,0.00105443013438267,0.00105443013438267,89.9999999998645,630.477776341314,630.747440881517,0.26966454020328,0.747440881516809,1
79,1,2.5327561268815e-15,0.00105443013438253,0.00105443013438253,89.9999999998624,630.477776341314,630.747440881519,0.269664540205099,0.747440881518628,1
80,1,2.56372240067874e-15,0.00105443013438238,0.00105443013438238,89.9999999998607,630.477776341314,630.747440881519,0.269664540205099,0.747440881518628,1
81,1,2.58647293801373e-15,0.00105443013438224,0.00105443013438224,89.9999999998595,630.477776341314,630.74744088152,0.269664540206008,0.747440881519537,1
82,1,2.60093483223361e-15,0.00105443013438209,0.00105443013438209,89.9999999998587,630.477776341314,630.74744088152,0.269664540206008,0.747440881519537,1
83,1,2.60706173857358e-15,0.00105443013438194,0.00105443013438194,89.9999999998583,630.477776341314,630.74744088152,0.269664540206008,0.747440881519537,1
84,1,2.60483402267393e-15,0.0010544301343818,0.0010544301343818,89.9999999998585,630.477776341315,630.747440881521,0.269664540206122,0.74744088152147,1
85,1,2.59425882350054e-15,0.00105443013438165,0.00105443013438165,89.999999999859,630.477776341315,630.747440881521,0.269664540206122,0.74744088152147,1
86,1,2.57537003046726e-15,0.0010544301343815,0.0010544301343815,89.9999999998601,630.477776341315,630.747440881521,0.269664540206122,0.74744088152147,1
87,1,2.54822817483348e-15,0.00105443013438136,0.00105443013438136,89.9999999998615,630.477776341316,630.747440881521,0.269664540205213,0.74744088152147,1
88,1,2.51292023572493e-15,0.00105443013438121,0.00105443013438121,89.9999999998634,630.477776341316,630.747440881521,0.269664540205213,0.74744088152147,1
89,1,2.46955936139925e-15,0.00105443013438107,0.00105443013438107,89.9999999998658,630.477776341318,630.747440881521,0.26966454020328,0.74744088152147,1
90,1,2.41828450664973e-15,0.00105443013438093,0.00105443013438093,89.9999999998686,630.477776341318,630.747440881521,0.26966454020328,0.74744088152147,1
91,1,2.35925998750905e-15,0.0010544301343808,0.0010544301343808,89.9999999998718,630.47777634132,630.747440881521,0.269664540201461,0.74744088152147,1
92,1,2.29267495468008e-15,0.00105443013438067,0.00105443013438067,89.9999999998754,630.47777634132,630.747440881521,0.269664540201461,0.74744088152147,1
93,1,2.21874278738122e-15,0.00105443013438054,0.00105443013438054,89.9999999998794,630.477776341321,630.747440881521,0.269664540200552,0.74744088152147,1
94,1,2.13770040954873e-15,0.00105443013438042,0.00105443013438042,89.9999999998838,630.477776341321,630.747440881521,0.269664540200552,0.74744088152147,1
95,1,2.04980753058731e-15,0.0010544301343803,0.0010544301343803,89.9999999998886,630.477776341323,630.747440881521,0.269664540198619,0.74744088152147,1
96,1,1.9553458131022e-15,0.00105443013438018,0.00105443013438018,89.9999999998938,630.477776341323,630.747440881521,0.269664540198619,0.74744088152147,1
97,1,1.85461797027967e-15,0.00105443013438008,0.00105443013438008,89.9999999998992,630.477776341325,630.747440881521,0.2696645401968,0.74744088152147,1
98,1,1.74794679580863e-15,0.00105443013437997,0.00105443013437997,89.999999999905,630.477776341326,630.747440881521,0.26966454019589,0.74744088152147,1
