Row,Diam_20,Diam_21,Diam_22,Diam_23,Diam_24,Diam_25,Diam_26,Diam_27,Diam_28,Diam_29,Diam_30,Diam_31,Diam_32,Diam_33,Diam_34,Diam_35,Diam_36,Diam_37,Diam_38,Diam_39,Diam_40,Diam_41,Diam_42,Diam_43,Diam_44,Diam_45,Diam_46,Diam_47,Diam_48,Diam_49,Diam_50,Diam_51,Diam_52,Diam_53,Diam_54,Diam_55,Diam_56,Diam_57,Diam_58,Diam_59,Diam_60,Diam_61,Diam_62,Diam_63,Diam_64,Diam_65,Diam_66,Diam_67,Diam_68,Diam_69,Diam_70,Diam_71,Diam_72,Diam_73,Diam_74,Diam_75,Diam_76,Diam_77,Diam_78,Diam_79,Diam_80,Diam_81,Diam_82,Diam_83,Diam_84,Diam_85,Diam_86,Diam_87,Diam_88,Diam_89,Diam_90,Diam_91,Diam_92,Diam_93,Diam_94,Diam_95,Diam_96,Diam_97,Diam_98,Diam_99,Diam_100,Diam_101,Diam_102,Diam_103,Diam_104,Diam_105,Diam_106,Diam_107,Diam_108,Diam_109,Diam_110,Diam_111,Diam_112,Diam_113,Diam_114,Diam_115,Diam_116,Diam_117,Diam_118,Diam_119,Diam_120,Diam_121,Diam_122,Diam_123,Diam_124,Diam_125,Diam_126,Diam_127,Diam_128,Diam_129,Diam_130,Diam_131,Diam_132,Diam_133,Diam_134,Diam_135,Diam_136,Diam_137,Diam_138,Diam_139,Diam_140,Diam_141,Diam_142,Diam_143,Diam_144,Diam_145,Diam_146,Diam_147,Diam_148,Diam_149,Diam_150,Diam_151,Diam_152,Diam_153,Diam_154,Diam_155,Diam_156,Diam_157,Diam_158,Diam_159,Diam_160,Diam_161,Diam_162,Diam_163,Diam_164,Diam_165,Diam_166,Diam_167,Diam_168,Diam_169,Diam_170,Diam_171,Diam_172,Diam_173,Diam_174,Diam_175,Diam_176,Diam_177,Diam_178,Diam_179,Diam_180,Diam_181,Diam_182,Diam_183,Diam_184,Diam_185,Diam_186,Diam_187,Diam_188,Diam_189,Diam_190,Diam_191,Diam_192,Diam_193,Diam_194,Diam_195,Diam_196,Diam_197,Diam_198,Diam_199,Diam_200
Alt_200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.250002021141971,0.250092259760252,0.250179490808193,0.25026386217455,0.250345512208801,0.25042457047805,0.250501158452994,0.250575390130585,0.2506473726001,0.250717206558531,0.250784986780513,0.250850802547393,0.250914738039532,0.250976872695467,0.25103728154114,0.25109603549208,0.251153201631086,0.251208843463701,0.251263021153516,0.251315791739148,0.25136720933453,0.251417325313987,0.251466188483438,0.251513845238916,0.251560339713492,0.251605713913582,0.251650007845513,0.251693259633164,0.251735505627394,0.251776780507928,0.251817117378297,0.251856547854377,0.251895102147029,0.251932809139285,0.251969696458509,0.252005790543897,0.25204111670967,0.252075699204277,0.252109561265901,0.252142725174527,0.252175212300825,0.252207043152071,0.252238237415314,0.252268813997977,0.252298791066069,0.252328186080174,0.252357015829362,0.252385296463166,0.252413043521743,0.252440271964349,0.252466996196228,0.252493230094027,0.252518987029821,0.252544279893835,0.252569121115959,0.252593522686113,0.252617496173543,0.25264105274511,0.252664203182631,0.252686957899336,0.252709326955485,0.252731320073192,0.252752946650523,0.252774215774875,0.252795136235717,0.252815716536695,0.252835964907157,0.252855889313123,0.25287549746774,0.252894796841229,0.252913794670378,0.252932497967591,0.252950913529513,0.252969047945269,0.25298690760432,0.253004498703974,0.25302182725655,0.253038899096233,0.25305571988562,0.253072295121987,0.25308863014327,0.253104730133806,0.253120600129811,0.253136245024635,0.253151669573795,0.253166878399789,0.253181875996718,0.253196666734712,0.253211254864176,0.253225644519862,0.253239839724774,0.253253844393923,0.253267662337919,0.253281297266437,0.253294752791528,0.253308032430815,0.253321139610557,0.253334077668597,0.253346849857194,0.253359459345749,0.253371909223429,0.253384202501687,0.253396342116692,0.253408330931669,0.253420171739145,0.253431867263122,0.253443420161166,0.253454833026418,0.253466108389535,0.253477248720561,0.253488256430732,0.253499133874213,0.253509883349782,0.253520507102442,0.25353100732499,0.253541386159522,0.253551645698895,0.253561787988126,0.253571815025759,0.253581728765174,0.253591531115853,0.253601223944613,0.253610809076783,0.253620288297358,0.253629663352101,0.253638935948617,0.253648107757392,0.253657180412791,0.253666155514036,0.253675034626138,0.253683819280814,0.253692510977361,0.253701111183515,0.253709621336275,0.253718042842701,0.253726377080693,0.253734625399741,0.253742789121654,0.253750869541266,0.25375886792712,0.253766785522133,0.253774623544237,0.253782383187009
Alt_210,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.250010749121658,0.25009648060878,0.250179490808193,0.250259907259087,0.25033784965368,0.25041343043154,0.250486755320705,0.250557923831067,0.250627029704864,0.250694161328569,0.25075940210998,0.25082283082389,0.250884521929357,0.250944545861252,0.251002969298487,0.25105985541108,0.251115264087956,0.251169252147247,0.251221873530607,0.251273179482969,0.251323218718977,0.251372037577254,0.25141968016351,0.251466188483438,0.251511602566224,0.251555960579445,0.251599298936045,0.251641652394013,0.251683054149352,0.25172353592284,0.251763128041076,0.251801859512247,0.251839758096996,0.251876850374776,0.251913161806011,0.251948716790369,0.251983538721439,0.252017650038054,0.252051072272505,0.252083826095864,0.252115931360614,0.252147407140775,0.252178271769685,0.25220854287561,0.252238237415314,0.252267371705732,0.252295961453864,0.252324021785013,0.252351567269462,0.252378611947705,0.252405169354305,0.252431252540483,0.252456874095498,0.25248204616691,0.252506780479781,0.252531088354889,0.252554980725997,0.252578468156257,0.252601560853778,0.252624268686417,0.252646601195841,0.252668567610893,0.252690176860307,0.252711437584811,0.252732358148642,0.252752946650523,0.252773210934108,0.252793158597953,0.252812797005012,0.252832133291695,0.252851174376519,0.252869926968359,0.252888397574329,0.252906592507309,0.252924517893141,0.252942179677501,0.252959583632478,0.252976735362861,0.252993640312158,0.253010303768354,0.253026730869427,0.253042926608629,0.253058895839545,0.253074643280947,0.253090173521436,0.253105491023905,0.253120600129811,0.253135505063279,0.25315020993504,0.253164718746209,0.253179035391915,0.253193163664788,0.253207107258306,0.253220869770017,0.253234454704634,0.253247865477006,0.253261105414984,0.253274177762172,0.253287085680576,0.253299832253156,0.253312420486278,0.253324853312078,0.253337133590743,0.2533492641127,0.25336124760073,0.253373086712009,0.253384784040069,0.253396342116692,0.253407763413741,0.253419050344916,0.25343020526746,0.253441230483796,0.253452128243115,0.253462900742903,0.253473550130419,0.253484078504122,0.253494487915051,0.253504780368154,0.253514957823577,0.253525022197907,0.25353497536538,0.253544819159038,0.253554555371858,0.253564185757842,0.253573712033067,0.253583135876706,0.253592458932016,0.253601682807289,0.253610809076783,0.253619839281614,0.253628774930622,0.253637617501216,0.253646368440184,0.253655029164486,0.253663601062014,0.253672085492339,0.253680483787425,0.253688797252329,0.253697027165878,0.253705174781319
Alt_220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.250018658856562,0.250100311841286,0.250179490808193,0.250256306515811,0.25033086320878,0.250403259089767,0.250473586750928,0.250541933568932,0.250608382067067,0.250673010247589,0.250735891897137,0.25079709686772,0.250856691335519,0.250914738039532,0.25097129650187,0.251026423231315,0.251080171911624,0.25113259357588,0.251183736768094,0.251233647693124,0.251282370355886,0.251329946690744,0.251376416681873,0.251421818475323,0.251466188483438,0.251509561482247,0.251551970702354,0.251593447913843,0.25163402350564,0.251673726559762,0.251712584920824,0.251750625261157,0.251787873141856,0.251824353070056,0.251860088552695,0.251895102147029,0.251929415508104,0.251963049433423,0.251996023904969,0.252028358128796,0.252060070572327,0.252091178999522,0.25212170050406,0.252151651540654,0.252181047954633,0.252209905009891,0.252238237415314,0.252266059349778,0.252293384485806,0.252320226011977,0.252346596654141,0.252372508695546,0.252397973995904,0.252423004009498,0.252447609802353,0.252471802068554,0.252495591145737,0.252518987029821,0.252541999389009,0.252564637577112,0.252586910646222,0.252608827358781,0.252630396199075,0.252651625384185,0.252672522874419,0.252693096383272,0.252713353386911,0.252733301133235,0.252752946650523,0.252772296755687,0.25279135806216,0.252810136987432,0.252828639760252,0.252846872427517,0.252864840860859,0.252882550762952,0.252900007673543,0.252917216975231,0.252934183898998,0.252950913529513,0.252967410810211,0.252983680548161,0.252999727418736,0.253015555970097,0.253031170627484,0.253046575697344,0.253061775371291,0.253076773729907,0.253091574746394,0.253106182290084,0.253120600129811,0.253134831937152,0.253148881289545,0.253162751673287,0.253176446486415,0.253189969041488,0.25320332256825,0.253216510216209,0.253229535057107,0.253242400087312,0.253255108230109,0.253267662337919,0.253280065194435,0.253292319516672,0.25330442795696,0.253316393104853,0.253328217488975,0.253339903578805,0.253351453786392,0.253362870468018,0.253374155925799,0.253385312409232,0.253396342116692,0.253407247196874,0.253418029750189,0.253428691830112,0.253439235444488,0.253449662556791,0.253459975087341,0.253470174914487,0.253480263875745,0.253490243768901,0.25350011635308,0.253509883349782,0.253519546443877,0.25352910728458,0.253538567486384,0.253547928629975,0.253557192263105,0.253566359901451,0.25357543302944,0.253584413101049,0.253593301540583,0.253602099743429,0.253610809076783,0.253619430880362,0.253627966467088
Alt_230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25002586025973,0.250103805024497,0.250179490808193,0.250253014408216,0.250324467169698,0.250393935364043,0.250461500536362,0.250527239824747,0.250591226254008,0.250653529006222,0.250714213670212,0.250773342471836,0.250830974486794,0.250887165837469,0.2509419698752,0.250995437349219,0.251047616563371,0.251098553521651,0.251148292063468,0.251196873989466,0.251244339178682,0.251290725697707,0.251336069902492,0.251380406533374,0.251423768803827,0.251466188483438,0.251507695975518,0.251548320389769,0.251588089610361,0.25162703035975,0.251665168258557,0.25170252788177,0.251739132811554,0.251775005686882,0.251810168250224,0.251844641391486,0.251878445189395,0.251911598950489,0.25194412124589,0.251976029945983,0.252007342253162,0.252038074732751,0.252068243342224,0.25209786345883,0.25212694990573,0.252155516976729,0.252183578459697,0.252211147658757,0.252238237415314,0.252264860128001,0.252291027771595,0.252316751914981,0.252342043738199,0.252366914048648,0.252391373296484,0.252415431589255,0.252439098705834,0.252462384109664,0.252485296961379,0.252507846130817,0.252530040208469,0.252551887516391,0.252573396118604,0.25259457383102,0.252615428230915,0.25263596666596,0.252656196262857,0.252676123935584,0.252695756393269,0.252715100147727,0.252734161520655,0.252752946650523,0.252771461499161,0.252789711858074,0.252807703354475,0.252825441457072,0.252842931481609,0.25286017859618,0.252877187826315,0.252893964059866,0.25291051205169,0.252926836428136,0.252942941691366,0.252958832223487,0.25297451229053,0.252989986046267,0.253005257535877,0.253020330699477,0.253035209375507,0.253049897303988,0.25306439812966,0.253078715404992,0.253092852593089,0.25310681307048,0.253120600129811,0.253134216982427,0.253147666760873,0.253160952521292,0.253174077245744,0.25318704384443,0.253199855157853,0.253212513958884,0.253225022954768,0.253237384789051,0.253249602043446,0.253261677239626,0.253273612840962,0.253285411254197,0.253297074831068,0.25330860586986,0.253320006616925,0.253331279268135,0.253342425970294,0.253353448822501,0.253364349877467,0.253375131142791,0.253385794582189,0.253396342116692,0.253406775625795,0.253417096948573,0.253427307884766,0.253437410195822,0.253447405605912,0.253457295802907,0.253467082439333,0.253476767133289,0.253486351469338,0.253495836999374,0.253505225243458,0.253514517690628,0.253523715799691,0.253532820999983,0.253541834692111,0.253550758248669
Alt_240,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.250032444402047,0.250107003009655,0.250179490808193,0.250249992885266,0.250318589730088,0.250385357539961,0.250450368502581,0.250513691056333,0.250575390130585,0.250635527367728,0.250694161328569,0.250751347682513,0.250807139383832,0.250861586835198,0.250914738039532,0.250966638741142,0.251017332557013,0.251066861099044,0.251115264087956,0.25116257945952,0.251208843463701,0.251254090757274,0.251298354490394,0.251341666387586,0.251384056823565,0.251425554894265,0.251466188483438,0.251505984325124,0.251544968062304,0.251583164301996,0.251620596667045,0.25165728784484,0.251693259633164,0.251728532983371,0.251763128041076,0.25179706418452,0.251830360060759,0.251863033619834,0.251895102147029,0.251926582293366,0.25195749010443,0.25198784104764,0.252017650038054,0.252046931462811,0.252075699204277,0.252103966661998,0.252131746773503,0.252159052034045,0.252185894515347,0.252212285883389,0.252238237415314,0.252263760015498,0.252288864230821,0.252313560265198,0.252337857993413,0.252361766974276,0.252385296463166,0.252408455423973,0.252431252540483,0.252453696227238,0.252475794639884,0.25249755568506,0.252518987029821,0.252540096110651,0.252560890142061,0.252581376124814,0.252601560853778,0.252621450925443,0.25264105274511,0.25266037253376,0.252679416334647,0.252698190019591,0.25271669929502,0.252734949707749,0.252752946650523,0.252770695367329,0.252788200958491,0.252805468385557,0.252822502475985,0.252839307927641,0.252855889313123,0.252872251083907,0.252888397574329,0.252904333005415,0.252920061488558,0.252935587029056,0.252950913529513,0.252966044793107,0.252980984526736,0.252995736344048,0.253010303768354,0.253024690235433,0.253038899096233,0.253052933619472,0.25306679699415,0.253080492331958,0.253094022669611,0.253107390971091,0.253120600129811,0.253133652970703,0.253146552252235,0.25315930066835,0.253171900850344,0.253184355368674,0.253196666734712,0.253208837402427,0.253220869770017,0.253232766181488,0.253244528928171,0.253256160250198,0.253267662337919,0.253279037333284,0.253290287331166,0.25330141438065,0.253312420486278,0.253323307609251,0.253334077668597,0.253344732542295,0.253355274068368,0.25336570404594,0.253376024236262,0.253386236363698,0.253396342116692,0.253406343148694,0.253416241079062,0.25342603749394,0.2534357339471,0.253445331960768,0.253454833026418,0.253464238605546,0.253473550130419
Alt_250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.250038487383894,0.250109941699166,0.250179490808193,0.25024720990399,0.250313170274235,0.250377439551556,0.250440081944804,0.250501158452994,0.250560727063396,0.250618842935142,0.250675558569556,0.250730923968327,0.250784986780513,0.250837792439302,0.250889384289329,0.250939803705325,0.250989090202764,0.25103728154114,0.251084413820427,0.251130521571261,0.251175637839293,0.251219794264169,0.251263021153516,0.251305347552307,0.251346801307939,0.251387409131321,0.251427196654266,0.251466188483438,0.251504408251093,0.25154187866284,0.251578621542615,0.251614657875066,0.251650007845513,0.251684690877647,0.251718725669114,0.251752130225127,0.251784921890225,0.251817117378297,0.251848732800988,0.251879783694585,0.251910285045466,0.251940251314221,0.251969696458509,0.251998633954733,0.252027076818604,0.25205503762466,0.252082528524802,0.252109561265901,0.252136147206534,0.252162297332894,0.252188022273929,0.252213332315745,0.252238237415314,0.252262747213543,0.252286871047706,0.252310617963312,0.252333996725407,0.252357015829362,0.252379683511168,0.252402007757256,0.252423996313878,0.252445656696074,0.252466996196228,0.252488021892255,0.252508740655432,0.252529159157879,0.252549283879723,0.252569121115959,0.252588676983009,0.252607957425012,0.252626968219847,0.252645714984908,0.252664203182631,0.252682438125807,0.25270042498267,0.252718168781777,0.252735674416701,0.252752946650523,0.252769990120158,0.252786809340503,0.252803408708425,0.252819792506592,0.252835964907157,0.252851929975299,0.252867691672632,0.252883253860481,0.252898620303034,0.252913794670378,0.252928780541425,0.25294358140672,0.252958200671156,0.252972641656581,0.25298690760432,0.253001001677596,0.253014926963868,0.25302868647709,0.253042283159879,0.25305571988562,0.253068999460487,0.253082124625394,0.253095098057886,0.253107922373957,0.253120600129811,0.253133133823555,0.253145525896846,0.253157778736476,0.253169894675898,0.253181875996718,0.253193724930118,0.253205443658246,0.253217034315553,0.253228498990094,0.253239839724774,0.25325105851857,0.253262157327698,0.253273138066757,0.253284002609825,0.253294752791528,0.25330539040807,0.253315917218237,0.253326334944364,0.253336645273275,0.253346849857194,0.253356950314627,0.253366948231217,0.253376845160576,0.253386642625089,0.253396342116692
Alt_260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.250044053289844,0.250112651400261,0.250179490808193,0.250244638288711,0.250308157278813,0.250370108083429,0.250430548066357,0.250489531827396,0.250547111366834,0.25060333623833,0.250658253691127,0.250711908802462,0.250764344600951,0.250815602181659,0.250865720813494,0.250914738039532,0.250962689770791,0.251009610373962,0.251055532753538,0.251100488428757,0.251144507605746,0.251187619245185,0.251229851125848,0.251271229904282,0.251311781170911,0.251351529502806,0.25139049851335,0.251428710899016,0.251466188483438,0.251502952258973,0.251539022425903,0.251574418429447,0.251609158994709,0.25164326215971,0.25167674530661,0.251709625191254,0.251741917971123,0.251773639231814,0.251804804012109,0.251835426827759,0.251865521694017,0.251895102147029,0.251924181264128,0.251952771683117,0.251980885620574,0.25200853488926,0.252035730914666,0.252062484750754,0.252088807094935,0.252114708302334,0.252140198399366,0.25216528709668,0.252189983801492,0.252214297629342,0.252238237415314,0.25226181172474,0.252285028863415,0.252307896887352,0.252330423612105,0.252352616621674,0.252374483277013,0.252396030724173,0.252417265902088,0.252438195550024,0.252458826214708,0.252479164257157,0.252499215859216,0.252518987029821,0.252538483611005,0.252557711283651,0.25257667557301,0.252595381853996,0.252613835356263,0.25263204116908,0.252650004246009,0.252667729409401,0.252685221354709,0.252702484654636,0.25271952376312,0.252736343019164,0.252752946650523,0.25276933877724,0.252785523415061,0.252801504478713,0.252817285785059,0.252832871056136,0.252848263922085,0.252863467923969,0.252878486516485,0.252893323070586,0.252907980876001,0.252922463143666,0.252936773008069,0.252950913529513,0.252964887696298,0.252978698426824,0.252992348571623,0.253005840915326,0.253019178178547,0.25303236301972,0.253045398036863,0.253058285769283,0.253071028699226,0.253083629253471,0.253096089804872,0.253108412673845,0.253120600129811,0.253132654392586,0.253144577633734,0.253156371977866,0.253168039503904,0.253179582246303,0.253191002196235,0.253202301302729,0.253213481473786,0.253224544577449,0.253235492442846,0.253246326861195,0.253257049586785,0.253267662337919,0.253278166797836,0.253288564615596,0.253298857406947,0.253309046755161,0.253319134211845
Alt_270,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.250049196470137,0.250115157874097,0.250179490808193,0.250242254840687,0.250303506669669,0.250363300293855,0.250421687171342,0.250478716367279,0.250534434691366,0.250588886825976,0.250642115445639,0.250694161328569,0.250745063460836,0.250794859133741,0.25084358403492,0.250891272333629,0.250937956760637,0.250983668683144,0.251028438175044,0.251072294082909,0.251115264087956,0.251157374764311,0.251198651633801,0.251239119217534,0.251278801084465,0.251317719897172,0.251355897455001,0.251393354734787,0.25143011192928,0.251466188483438,0.251501603128728,0.251536373915551,0.251570518243916,0.251604052892473,0.251636994046004,0.251669357321462,0.25170115779266,0.25173241001368,0.251763128041076,0.25179332545496,0.251823015379012,0.251852210499498,0.251880923083347,0.251909164995326,0.251936947714396,0.25196428234926,0.251991179653175,0.252017650038054,0.252043703587906,0.252069350071639,0.252094598955276,0.252119459413601,0.252143940341276,0.252168050363447,0.252191797845881,0.252215190904636,0.252238237415314,0.252260945021902,0.252283321145217,0.252305372990998,0.252327107557639,0.252348531643594,0.252369651854467,0.252390474609802,0.252411006149585,0.252431252540483,0.252451219681818,0.252470913311296,0.252490339010505,0.252509502210189,0.252528408195311,0.252547062109907,0.252565468961759,0.252583633626871,0.252601560853778,0.252619255267683,0.252636721374437,0.252653963564362,0.252670986115932,0.25268779319931,0.252704388879756,0.252720777120903,0.252736961787914,0.252752946650523,0.252768735385956,0.25278433158176,0.252799738738513,0.252814960272445,0.252829999517965,0.252844859730097,0.252859544086825,0.252874055691361,0.252888397574329,0.25290257269588,0.252916583947723,0.252930434155095,0.252944126078658,0.252957662416334,0.252971045805082,0.2529842788226,0.25299736398899,0.253010303768354,0.253023100570341,0.25303575675164,0.253048274617434,0.253060656422792,0.25307290437403,0.253085020630015,0.253097007303439,0.253108866462043,0.253120600129811,0.253132210288115,0.253143698876836,0.253155067795442,0.253166318904034,0.253177454024364,0.253188474940815,0.253199383401355,0.253210181118461,0.253220869770017,0.253231451000182,0.253241926420232
Alt_280,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.250053963321345,0.25011748315733,0.250179490808193,0.250240039636299,0.250299180522551,0.250356962008968,0.25041343043154,0.250468630044141,0.250522603134172,0.250575390130585,0.250627029704864,0.250677558865494,0.250727013046401,0.250775426189802,0.25082283082389,0.250869258135701,0.250914738039532,0.250959299241206,0.251002969298487,0.251045774677903,0.251087740808229,0.251128892130855,0.251169252147247,0.251208843463701,0.251247687833559,0.251285806197059,0.251323218718977,0.251359944824189,0.251396003231301,0.251431411984455,0.251466188483438,0.251500349512188,0.251533911265799,0.251566889376124,0.251599298936045,0.251631154522504,0.251662470218364,0.251693259633164,0.25172353592284,0.251753311808463,0.251782599594064,0.251811411183583,0.251839758096996,0.25186765148568,0.251895102147029,0.251922120538395,0.251948716790369,0.251974900719441,0.252000681840083,0.252026069376275,0.252051072272505,0.252075699204277,0.252099958588147,0.252123858591312,0.252147407140775,0.252170611932114,0.252193480437865,0.252216019915541,0.252238237415314,0.252260139787369,0.252281733688939,0.252303025591056,0.252324021785013,0.252344728388563,0.252365151351862,0.252385296463166,0.252405169354305,0.252424775505928,0.252444120252541,0.252463208787352,0.25248204616691,0.252500637315578,0.252518987029821,0.252537099982331,0.252554980725997,0.252572633697715,0.252590063222062,0.252607273514829,0.252624268686417,0.25264105274511,0.252657629600228,0.252674003065165,0.252690176860307,0.252706154615856,0.252721939874543,0.252737536094247,0.252752946650523,0.252768174839033,0.2527832238779,0.252798096909972,0.252812797005012,0.252827327161808,0.252841690310215,0.252855889313123,0.252869926968359,0.252883806010526,0.252897529112776,0.252911098888532,0.252924517893141,0.252937788625481,0.252950913529513,0.252963894995781,0.252976735362861,0.252989436918769,0.253002001902318,0.253014432504433,0.253026730869427,0.253038899096233,0.253050939239595,0.253062853311231,0.253074643280947,0.253086311077727,0.253097858590785,0.25310928767058,0.253120600129811,0.253131797744371,0.253142882254278,0.253153855364576,0.253164718746209
Alt_290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.250058393689955,0.25011964621174,0.250179490808193,0.250237975468786,0.250295146026604,0.250351046278111,0.250405718095028,0.250459201528917,0.250511534909012,0.250562754933813,0.250612896756901,0.250661994067377,0.250710079165341,0.250757183032745,0.250803335399948,0.25084856480829,0.250892898668937,0.250936363318276,0.250978984070076,0.251020785264644,0.251061790315177,0.251102021751476,0.25114150126123,0.251180249728989,0.251218287273002,0.251255633280042,0.251292306438351,0.251328324768822,0.251363705654517,0.251398465868644,0.251432621601065,0.251466188483438,0.251499181613069,0.251531615575549,0.251563504466254,0.251594861910764,0.251625701084279,0.251656034730071,0.251685875177039,0.25171523435642,0.251744123817689,0.251772554743708,0.251800537965159,0.251828083974298,0.251855202938069,0.251881904710621,0.251908198845238,0.251934094605738,0.251959600977353,0.251984726677123,0.252009480163829,0.252033869647485,0.252057903098418,0.252081588255949,0.252104932636705,0.252127943542568,0.252150628068293,0.252172993108798,0.252195045366149,0.252216791356262,0.252238237415314,0.252259389705904,0.25228025422295,0.25230083679936,0.252321143111464,0.252341178684236,0.252360948896299,0.252380458984747,0.252399714049765,0.252418719059074,0.252437478852204,0.252455998144604,0.252474281531591,0.252492333492152,0.252510158392602,0.252527760490108,0.252545143936071,0.252562312779398,0.25257927096964,0.252596022360025,0.252612570710373,0.252628919689913,0.252645072879993,0.252661033776693,0.252676805793355,0.252692392263008,0.252707796440721,0.252723021505866,0.25273807056431,0.252752946650523,0.252767652729619,0.252782191699329,0.252796566391899,0.252810779575933,0.252824833958171,0.252838732185205,0.252852476845142,0.252866070469211,0.252879515533314,0.252892814459534,0.252905969617586,0.252918983326227,0.252931857854614,0.25294459542363,0.252957198207155,0.252969668333307,0.252982007885635,0.252994218904285,0.253006303387122,0.253018263290819,0.253030100531913,0.253041816987831,0.253053414497882,0.253064894864216,0.253076259852762,0.253087511194132
