Altura_km,Diametro_pupila,Longitud_media,Sup_media,Peso_medio,Volumen_medio,Potencia_media,Masa_seca
1230,587,1.90775,3.833330125,1026.479665225,8.0525559944375,1089.6865411625,6158.87799135
1240,592,1.924,3.898912,1052.9340416,8.260086016,1117.7698816,6317.6042496
1250,597,1.94025,3.965050125,1079.839077975,8.4711513875625,1146.3316320375,6479.03446785
